@relation winequality-red
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.7, 0.43, 0.25, 2.6, 0.073, 29.0, 63.0, 0.99615, 3.37, 0.58, 10.5, 6
9.0, 0.82, 0.14, 2.6, 0.089, 9.0, 23.0, 0.9984, 3.39, 0.63, 9.8, 5
12.5, 0.56, 0.49, 2.4, 0.064, 5.0, 27.0, 0.9999, 3.08, 0.87, 10.9, 5
8.1, 0.87, 0.0, 3.3, 0.096, 26.0, 61.0, 1.00025, 3.6, 0.72, 9.8, 4
6.9, 0.54, 0.04, 3.0, 0.077, 7.0, 27.0, 0.9987, 3.69, 0.91, 9.4, 6
8.9, 0.4, 0.32, 5.6, 0.087, 10.0, 47.0, 0.9991, 3.38, 0.77, 10.5, 7
9.9, 0.59, 0.07, 3.4, 0.102, 32.0, 71.0, 1.00015, 3.31, 0.71, 9.8, 5
11.6, 0.42, 0.53, 3.3, 0.105, 33.0, 98.0, 1.001, 3.2, 0.95, 9.2, 5
10.6, 0.83, 0.37, 2.6, 0.086, 26.0, 70.0, 0.9981, 3.16, 0.52, 9.9, 5
11.1, 0.18, 0.48, 1.5, 0.068, 7.0, 15.0, 0.9973, 3.22, 0.64, 10.1, 6
8.3, 0.705, 0.12, 2.6, 0.092, 12.0, 28.0, 0.9994, 3.51, 0.72, 10.0, 5
7.4, 0.67, 0.12, 1.6, 0.186, 5.0, 21.0, 0.996, 3.39, 0.54, 9.5, 5
7.6, 0.62, 0.32, 2.2, 0.082, 7.0, 54.0, 0.9966, 3.36, 0.52, 9.4, 5
10.3, 0.43, 0.44, 2.4, 0.214, 5.0, 12.0, 0.9994, 3.19, 0.63, 9.5, 6
7.1, 0.35, 0.29, 2.5, 0.096, 20.0, 53.0, 0.9962, 3.42, 0.65, 11.0, 6
9.8, 0.66, 0.39, 3.2, 0.083, 21.0, 59.0, 0.9989, 3.37, 0.71, 11.5, 7
9.8, 0.66, 0.39, 3.2, 0.083, 21.0, 59.0, 0.9989, 3.37, 0.71, 11.5, 7
9.3, 0.61, 0.26, 3.4, 0.09, 25.0, 87.0, 0.99975, 3.24, 0.62, 9.7, 5
10.0, 0.49, 0.2, 11.0, 0.071, 13.0, 50.0, 1.0015, 3.16, 0.69, 9.2, 6
10.2, 0.36, 0.64, 2.9, 0.122, 10.0, 41.0, 0.998, 3.23, 0.66, 12.5, 6
8.4, 0.56, 0.08, 2.1, 0.105, 16.0, 44.0, 0.9958, 3.13, 0.52, 11.0, 5
12.4, 0.49, 0.58, 3.0, 0.103, 28.0, 99.0, 1.0008, 3.16, 1.0, 11.5, 6
11.9, 0.57, 0.5, 2.6, 0.082, 6.0, 32.0, 1.0006, 3.12, 0.78, 10.7, 6
10.7, 0.67, 0.22, 2.7, 0.107, 17.0, 34.0, 1.0004, 3.28, 0.98, 9.9, 6
9.1, 0.795, 0.0, 2.6, 0.096, 11.0, 26.0, 0.9994, 3.35, 0.83, 9.4, 6
7.7, 0.665, 0.0, 2.4, 0.09, 8.0, 19.0, 0.9974, 3.27, 0.73, 9.3, 5
13.5, 0.53, 0.79, 4.8, 0.12, 23.0, 77.0, 1.0018, 3.18, 0.77, 13.0, 5
10.3, 0.34, 0.52, 2.8, 0.159, 15.0, 75.0, 0.9998, 3.18, 0.64, 9.4, 5
9.1, 0.28, 0.48, 1.8, 0.067, 26.0, 46.0, 0.9967, 3.32, 1.04, 10.6, 6
8.3, 0.42, 0.38, 2.5, 0.094, 24.0, 60.0, 0.9979, 3.31, 0.7, 10.8, 6
13.7, 0.415, 0.68, 2.9, 0.085, 17.0, 43.0, 1.0014, 3.06, 0.8, 10.0, 6
6.6, 0.735, 0.02, 7.9, 0.122, 68.0, 124.0, 0.9994, 3.47, 0.53, 9.9, 5
6.6, 0.735, 0.02, 7.9, 0.122, 68.0, 124.0, 0.9994, 3.47, 0.53, 9.9, 5
11.4, 0.6, 0.49, 2.7, 0.085, 10.0, 41.0, 0.9994, 3.15, 0.63, 10.5, 6
12.0, 0.39, 0.66, 3.0, 0.093, 12.0, 30.0, 0.9996, 3.18, 0.63, 10.8, 7
9.1, 0.45, 0.35, 2.4, 0.08, 23.0, 78.0, 0.9987, 3.38, 0.62, 9.5, 5
6.8, 0.77, 0.0, 1.8, 0.066, 34.0, 52.0, 0.9976, 3.62, 0.68, 9.9, 5
9.5, 0.56, 0.33, 2.4, 0.089, 35.0, 67.0, 0.9972, 3.28, 0.73, 11.8, 7
6.6, 0.84, 0.03, 2.3, 0.059, 32.0, 48.0, 0.9952, 3.52, 0.56, 12.3, 7
9.5, 0.78, 0.22, 1.9, 0.077, 6.0, 32.0, 0.9988, 3.26, 0.56, 10.6, 6
5.3, 0.57, 0.01, 1.7, 0.054, 5.0, 27.0, 0.9934, 3.57, 0.84, 12.5, 7
11.9, 0.39, 0.69, 2.8, 0.095, 17.0, 35.0, 0.9994, 3.1, 0.61, 10.8, 6
7.0, 0.23, 0.4, 1.6, 0.063, 21.0, 67.0, 0.9952, 3.5, 0.63, 11.1, 5
9.2, 0.63, 0.21, 2.7, 0.097, 29.0, 65.0, 0.9988, 3.28, 0.58, 9.6, 5
10.4, 0.24, 0.49, 1.8, 0.075, 6.0, 20.0, 0.9977, 3.18, 1.06, 11.0, 6
10.6, 0.28, 0.39, 15.5, 0.069, 6.0, 23.0, 1.0026, 3.12, 0.66, 9.2, 5
9.4, 0.3, 0.56, 2.8, 0.08, 6.0, 17.0, 0.9964, 3.15, 0.92, 11.7, 8
10.6, 0.44, 0.68, 4.1, 0.114, 6.0, 24.0, 0.997, 3.06, 0.66, 13.4, 6
10.2, 0.645, 0.36, 1.8, 0.053, 5.0, 14.0, 0.9982, 3.17, 0.42, 10.0, 6
7.8, 0.52, 0.25, 1.9, 0.081, 14.0, 38.0, 0.9984, 3.43, 0.65, 9.0, 6
10.4, 0.24, 0.46, 1.8, 0.075, 6.0, 21.0, 0.9976, 3.25, 1.02, 10.8, 7
11.2, 0.67, 0.55, 2.3, 0.084, 6.0, 13.0, 1.0, 3.17, 0.71, 9.5, 6
10.9, 0.21, 0.49, 2.8, 0.088, 11.0, 32.0, 0.9972, 3.22, 0.68, 11.7, 6
9.8, 0.25, 0.49, 2.7, 0.088, 15.0, 33.0, 0.9982, 3.42, 0.9, 10.0, 6
9.2, 0.43, 0.49, 2.4, 0.086, 23.0, 116.0, 0.9976, 3.23, 0.64, 9.5, 5
9.1, 0.22, 0.24, 2.1, 0.078, 1.0, 28.0, 0.999, 3.41, 0.87, 10.3, 6
10.0, 0.48, 0.24, 2.7, 0.102, 13.0, 32.0, 1.0, 3.28, 0.56, 10.0, 6
11.2, 0.5, 0.74, 5.15, 0.1, 5.0, 17.0, 0.9996, 3.22, 0.62, 11.2, 5
9.5, 0.46, 0.49, 6.3, 0.064, 5.0, 17.0, 0.9988, 3.21, 0.73, 11.0, 6
9.5, 0.46, 0.24, 2.7, 0.092, 14.0, 44.0, 0.998, 3.12, 0.74, 10.0, 6
5.0, 1.04, 0.24, 1.6, 0.05, 32.0, 96.0, 0.9934, 3.74, 0.62, 11.5, 5
13.0, 0.47, 0.49, 4.3, 0.085, 6.0, 47.0, 1.0021, 3.3, 0.68, 12.7, 6
11.5, 0.35, 0.49, 3.3, 0.07, 10.0, 37.0, 1.0003, 3.32, 0.91, 11.0, 6
12.3, 0.5, 0.49, 2.2, 0.089, 5.0, 14.0, 1.0002, 3.19, 0.44, 9.6, 5
12.0, 0.28, 0.49, 1.9, 0.074, 10.0, 21.0, 0.9976, 2.98, 0.66, 9.9, 7
11.8, 0.33, 0.49, 3.4, 0.093, 54.0, 80.0, 1.0002, 3.3, 0.76, 10.7, 7
6.6, 0.39, 0.49, 1.7, 0.07, 23.0, 149.0, 0.9922, 3.12, 0.5, 11.5, 6
7.9, 0.72, 0.17, 2.6, 0.096, 20.0, 38.0, 0.9978, 3.4, 0.53, 9.5, 5
11.9, 0.58, 0.58, 1.9, 0.071, 5.0, 18.0, 0.998, 3.09, 0.63, 10.0, 6
8.5, 0.585, 0.18, 2.1, 0.078, 5.0, 30.0, 0.9967, 3.2, 0.48, 9.8, 6
8.2, 0.915, 0.27, 2.1, 0.088, 7.0, 23.0, 0.9962, 3.26, 0.47, 10.0, 4
13.2, 0.46, 0.52, 2.2, 0.071, 12.0, 35.0, 1.0006, 3.1, 0.56, 9.0, 6
7.7, 0.835, 0.0, 2.6, 0.081, 6.0, 14.0, 0.9975, 3.3, 0.52, 9.3, 5
8.3, 0.6, 0.13, 2.6, 0.085, 6.0, 24.0, 0.9984, 3.31, 0.59, 9.2, 6
8.8, 0.24, 0.54, 2.5, 0.083, 25.0, 57.0, 0.9983, 3.39, 0.54, 9.2, 5
13.2, 0.38, 0.55, 2.7, 0.081, 5.0, 16.0, 1.0006, 2.98, 0.54, 9.4, 5
7.5, 0.64, 0.0, 2.4, 0.077, 18.0, 29.0, 0.9965, 3.32, 0.6, 10.0, 6
8.3, 0.54, 0.24, 3.4, 0.076, 16.0, 112.0, 0.9976, 3.27, 0.61, 9.4, 5
6.8, 0.69, 0.0, 5.6, 0.124, 21.0, 58.0, 0.9997, 3.46, 0.72, 10.2, 5
8.7, 0.54, 0.26, 2.5, 0.097, 7.0, 31.0, 0.9976, 3.27, 0.6, 9.3, 6
7.3, 0.67, 0.05, 3.6, 0.107, 6.0, 20.0, 0.9972, 3.4, 0.63, 10.1, 5
8.3, 0.845, 0.01, 2.2, 0.07, 5.0, 14.0, 0.9967, 3.32, 0.58, 11.0, 4
15.9, 0.36, 0.65, 7.5, 0.096, 22.0, 71.0, 0.9976, 2.98, 0.84, 14.9, 5
8.6, 0.47, 0.47, 2.4, 0.074, 7.0, 29.0, 0.9979, 3.08, 0.46, 9.5, 5
7.2, 0.52, 0.07, 1.4, 0.074, 5.0, 20.0, 0.9973, 3.32, 0.81, 9.6, 6
7.1, 0.84, 0.02, 4.4, 0.096, 5.0, 13.0, 0.997, 3.41, 0.57, 11.0, 4
8.2, 0.73, 0.21, 1.7, 0.074, 5.0, 13.0, 0.9968, 3.2, 0.52, 9.5, 5
10.8, 0.4, 0.41, 2.2, 0.084, 7.0, 17.0, 0.9984, 3.08, 0.67, 9.3, 6
8.5, 0.46, 0.31, 2.25, 0.078, 32.0, 58.0, 0.998, 3.33, 0.54, 9.8, 5
9.1, 0.64, 0.23, 3.1, 0.095, 13.0, 38.0, 0.9998, 3.28, 0.59, 9.7, 5
8.6, 0.49, 0.51, 2.0, 0.422, 16.0, 62.0, 0.9979, 3.03, 1.17, 9.0, 5
9.0, 0.48, 0.32, 2.8, 0.084, 21.0, 122.0, 0.9984, 3.32, 0.62, 9.4, 5
11.8, 0.38, 0.55, 2.1, 0.071, 5.0, 19.0, 0.9986, 3.11, 0.62, 10.8, 6
7.0, 0.78, 0.08, 2.0, 0.093, 10.0, 19.0, 0.9956, 3.4, 0.47, 10.0, 5
8.7, 0.69, 0.0, 3.2, 0.084, 13.0, 33.0, 0.9992, 3.36, 0.45, 9.4, 5
8.0, 0.43, 0.36, 2.3, 0.075, 10.0, 48.0, 0.9976, 3.34, 0.46, 9.4, 5
6.4, 0.865, 0.03, 3.2, 0.071, 27.0, 58.0, 0.995, 3.61, 0.49, 12.7, 6
8.2, 0.59, 0.0, 2.5, 0.093, 19.0, 58.0, 1.0002, 3.5, 0.65, 9.3, 6
9.0, 0.69, 0.0, 2.4, 0.088, 19.0, 38.0, 0.999, 3.35, 0.6, 9.3, 5
7.3, 0.51, 0.18, 2.1, 0.07, 12.0, 28.0, 0.99768, 3.52, 0.73, 9.5, 6
7.3, 0.51, 0.18, 2.1, 0.07, 12.0, 28.0, 0.99768, 3.52, 0.73, 9.5, 6
8.1, 0.87, 0.0, 2.2, 0.084, 10.0, 31.0, 0.99656, 3.25, 0.5, 9.8, 5
8.8, 0.42, 0.21, 2.5, 0.092, 33.0, 88.0, 0.99823, 3.19, 0.52, 9.2, 5
7.1, 0.59, 0.02, 2.3, 0.082, 24.0, 94.0, 0.99744, 3.55, 0.53, 9.7, 6
8.6, 0.63, 0.17, 2.9, 0.099, 21.0, 119.0, 0.998, 3.09, 0.52, 9.3, 5
10.1, 0.27, 0.54, 2.3, 0.065, 7.0, 26.0, 0.99531, 3.17, 0.53, 12.5, 6
8.4, 0.52, 0.22, 2.7, 0.084, 4.0, 18.0, 0.99682, 3.26, 0.57, 9.9, 6
7.3, 0.49, 0.1, 2.6, 0.068, 4.0, 14.0, 0.99562, 3.3, 0.47, 10.5, 5
12.9, 0.5, 0.55, 2.8, 0.072, 7.0, 24.0, 1.00012, 3.09, 0.68, 10.9, 6
10.8, 0.45, 0.33, 2.5, 0.099, 20.0, 38.0, 0.99818, 3.24, 0.71, 10.8, 5
12.6, 0.41, 0.54, 2.8, 0.103, 19.0, 41.0, 0.99939, 3.21, 0.76, 11.3, 6
4.9, 0.42, 0.0, 2.1, 0.048, 16.0, 42.0, 0.99154, 3.71, 0.74, 14.0, 7
7.5, 0.685, 0.07, 2.5, 0.058, 5.0, 9.0, 0.99632, 3.38, 0.55, 10.9, 4
11.6, 0.47, 0.44, 1.6, 0.147, 36.0, 51.0, 0.99836, 3.38, 0.86, 9.9, 4
8.8, 0.685, 0.26, 1.6, 0.088, 16.0, 23.0, 0.99694, 3.32, 0.47, 9.4, 5
6.7, 0.28, 0.28, 2.4, 0.012, 36.0, 100.0, 0.99064, 3.26, 0.39, 11.7, 7
10.1, 0.31, 0.35, 1.6, 0.075, 9.0, 28.0, 0.99672, 3.24, 0.83, 11.2, 7
6.0, 0.5, 0.04, 2.2, 0.092, 13.0, 26.0, 0.99647, 3.46, 0.47, 10.0, 5
11.1, 0.42, 0.47, 2.65, 0.085, 9.0, 34.0, 0.99736, 3.24, 0.77, 12.1, 7
9.3, 0.36, 0.39, 1.5, 0.08, 41.0, 55.0, 0.99652, 3.47, 0.73, 10.9, 6
7.6, 0.735, 0.02, 2.5, 0.071, 10.0, 14.0, 0.99538, 3.51, 0.71, 11.7, 7
9.3, 0.36, 0.39, 1.5, 0.08, 41.0, 55.0, 0.99652, 3.47, 0.73, 10.9, 6
7.2, 0.635, 0.07, 2.6, 0.077, 16.0, 86.0, 0.99748, 3.51, 0.54, 9.7, 5
9.1, 0.21, 0.37, 1.6, 0.067, 6.0, 10.0, 0.99552, 3.23, 0.58, 11.1, 7
10.4, 0.38, 0.46, 2.1, 0.104, 6.0, 10.0, 0.99664, 3.12, 0.65, 11.8, 7
7.6, 0.715, 0.0, 2.1, 0.068, 30.0, 35.0, 0.99533, 3.48, 0.65, 11.4, 6
9.0, 0.8, 0.12, 2.4, 0.083, 8.0, 28.0, 0.99836, 3.33, 0.65, 10.4, 6
10.1, 0.45, 0.23, 1.9, 0.082, 10.0, 18.0, 0.99774, 3.22, 0.65, 9.3, 6
7.4, 0.635, 0.1, 2.4, 0.08, 16.0, 33.0, 0.99736, 3.58, 0.69, 10.8, 7
6.8, 0.59, 0.06, 6.0, 0.06, 11.0, 18.0, 0.9962, 3.41, 0.59, 10.8, 7
9.1, 0.28, 0.46, 9.0, 0.114, 3.0, 9.0, 0.99901, 3.18, 0.6, 10.9, 6
8.6, 0.315, 0.4, 2.2, 0.079, 3.0, 6.0, 0.99512, 3.27, 0.67, 11.9, 6
8.7, 0.33, 0.38, 3.3, 0.063, 10.0, 19.0, 0.99468, 3.3, 0.73, 12.0, 7
7.4, 0.61, 0.01, 2.0, 0.074, 13.0, 38.0, 0.99748, 3.48, 0.65, 9.8, 5
7.4, 0.61, 0.01, 2.0, 0.074, 13.0, 38.0, 0.99748, 3.48, 0.65, 9.8, 5
8.3, 0.3, 0.49, 3.8, 0.09, 11.0, 24.0, 0.99498, 3.27, 0.64, 12.1, 7
8.9, 0.12, 0.45, 1.8, 0.075, 10.0, 21.0, 0.99552, 3.41, 0.76, 11.9, 7
8.3, 0.28, 0.48, 2.1, 0.093, 6.0, 12.0, 0.99408, 3.26, 0.62, 12.4, 7
9.5, 0.37, 0.52, 2.0, 0.088, 12.0, 51.0, 0.99613, 3.29, 0.58, 11.1, 6
9.0, 0.38, 0.41, 2.4, 0.103, 6.0, 10.0, 0.99604, 3.13, 0.58, 11.9, 7
9.1, 0.5, 0.3, 1.9, 0.065, 8.0, 17.0, 0.99774, 3.32, 0.71, 10.5, 6
7.3, 0.52, 0.32, 2.1, 0.07, 51.0, 70.0, 0.99418, 3.34, 0.82, 12.9, 6
9.8, 0.34, 0.39, 1.4, 0.066, 3.0, 7.0, 0.9947, 3.19, 0.55, 11.4, 7
7.7, 0.39, 0.12, 1.7, 0.097, 19.0, 27.0, 0.99596, 3.16, 0.49, 9.4, 5
7.7, 0.39, 0.12, 1.7, 0.097, 19.0, 27.0, 0.99596, 3.16, 0.49, 9.4, 5
7.1, 0.34, 0.28, 2.0, 0.082, 31.0, 68.0, 0.99694, 3.45, 0.48, 9.4, 5
7.7, 0.6, 0.06, 2.0, 0.079, 19.0, 41.0, 0.99697, 3.39, 0.62, 10.1, 6
8.9, 0.84, 0.34, 1.4, 0.05, 4.0, 10.0, 0.99554, 3.12, 0.48, 9.1, 6
7.5, 0.71, 0.0, 1.6, 0.092, 22.0, 31.0, 0.99635, 3.38, 0.58, 10.0, 6
8.9, 0.38, 0.4, 2.2, 0.068, 12.0, 28.0, 0.99486, 3.27, 0.75, 12.6, 7
10.1, 0.37, 0.34, 2.4, 0.085, 5.0, 17.0, 0.99683, 3.17, 0.65, 10.6, 7
7.6, 0.31, 0.34, 2.5, 0.082, 26.0, 35.0, 0.99356, 3.22, 0.59, 12.5, 7
7.3, 0.91, 0.1, 1.8, 0.074, 20.0, 56.0, 0.99672, 3.35, 0.56, 9.2, 5
7.4, 0.965, 0.0, 2.2, 0.088, 16.0, 32.0, 0.99756, 3.58, 0.67, 10.2, 5
7.1, 0.43, 0.17, 1.8, 0.082, 27.0, 51.0, 0.99634, 3.49, 0.64, 10.4, 5
9.3, 0.49, 0.36, 1.7, 0.081, 3.0, 14.0, 0.99702, 3.27, 0.78, 10.9, 6
8.9, 0.48, 0.53, 4.0, 0.101, 3.0, 10.0, 0.99586, 3.21, 0.59, 12.1, 7
7.6, 0.42, 0.25, 3.9, 0.104, 28.0, 90.0, 0.99784, 3.15, 0.57, 9.1, 5
8.9, 0.48, 0.53, 4.0, 0.101, 3.0, 10.0, 0.99586, 3.21, 0.59, 12.1, 7
8.0, 0.38, 0.44, 1.9, 0.098, 6.0, 15.0, 0.9956, 3.3, 0.64, 11.4, 6
8.6, 0.37, 0.65, 6.4, 0.08, 3.0, 8.0, 0.99817, 3.27, 0.58, 11.0, 5
9.4, 0.4, 0.47, 2.5, 0.087, 6.0, 20.0, 0.99772, 3.15, 0.5, 10.5, 5
7.4, 0.49, 0.27, 2.1, 0.071, 14.0, 25.0, 0.99388, 3.35, 0.63, 12.0, 6
8.3, 0.53, 0.0, 1.4, 0.07, 6.0, 14.0, 0.99593, 3.25, 0.64, 10.0, 6
7.0, 0.69, 0.07, 2.5, 0.091, 15.0, 21.0, 0.99572, 3.38, 0.6, 11.3, 6
6.6, 0.5, 0.0, 1.8, 0.062, 21.0, 28.0, 0.99352, 3.44, 0.55, 12.3, 6
6.3, 0.47, 0.0, 1.4, 0.055, 27.0, 33.0, 0.9922, 3.45, 0.48, 12.3, 6
10.7, 0.4, 0.37, 1.9, 0.081, 17.0, 29.0, 0.99674, 3.12, 0.65, 11.2, 6
10.5, 0.43, 0.35, 3.3, 0.092, 24.0, 70.0, 0.99798, 3.21, 0.69, 10.5, 6
10.4, 0.52, 0.45, 2.0, 0.08, 6.0, 13.0, 0.99774, 3.22, 0.76, 11.4, 6
7.3, 0.4, 0.3, 1.7, 0.08, 33.0, 79.0, 0.9969, 3.41, 0.65, 9.5, 6
9.6, 0.42, 0.35, 2.1, 0.083, 17.0, 38.0, 0.99622, 3.23, 0.66, 11.1, 6
6.5, 0.34, 0.27, 2.8, 0.067, 8.0, 44.0, 0.99384, 3.21, 0.56, 12.0, 6
7.6, 0.5, 0.29, 2.3, 0.086, 5.0, 14.0, 0.99502, 3.32, 0.62, 11.5, 6
9.2, 0.36, 0.34, 1.6, 0.062, 5.0, 12.0, 0.99667, 3.2, 0.67, 10.5, 6
9.7, 0.42, 0.46, 2.1, 0.074, 5.0, 16.0, 0.99649, 3.27, 0.74, 12.3, 6
